merge_hash,subject,non_merge_count,non_merge_hashes
0606cd559cdd4d1a110ecabefcf20748f8491e7b,Merge pull request #175 from deepseek-harness/codex/parallelize-ci,17,08e09217bffce25eb444fd1a67fd0ada69aec1a3 09326fd84ae550eb586a23168f6dbb395455332c 133be74b1552375cd390bc9e01a9da7333b95329 1b9408268b69050c69b485e855dc23dc0412545b 2d80d868bed2aa4fa8df8d769e50894635b2a167 3464f8829703e9738d63ca294e624ce428b54289 44664551cfa83012ba1358851d67ef221bb951a9 5efc449af02417f34959d076c93336418eeb9e4a 616c2ffba30d0279b351cd39dd89174c642166fe 6ea7d7af53138cb5b28a8bf8dff147382e3de4f8 72c83c771a52186a4971f09b5863078d7e318ae4 7cd486805627cfe097b841bab03fcd968229450e 80358aed9f020b30d978a24d99ee6aad8f0100a5 c0af59f80455a246ac830afe74fab5ff3e64eef3 c64eca451c5c2af0699eec4d5b11bc57867897cc cc670c0762b7e5c70b22d5338eb50f2b6c49ff9d d71c96a44cd88a4d6cf43438843f2e1767e46b0d
654d192c477ef772245a0894dee285a886f9df0e,Merge pull request #182 from deepseek-harness/codex/gate-cadence-docs,3,7af8f980801fec5ae334bb9e583d62ec3775398b e1b85da182fa72a99f00187465955a798f54f5fb e48a344f6a1cec2c7f548acfe2aa84d156d4d51e
1c999804d864dc825a48afa594ffee9bde475da8,Merge pull request #184 from deepseek-harness/codex/clarify-doc-budget-guidance,2,41e1955acef153363bbe47bba8a27c9be2708703 72166dad0388f7da13db4e5313075b7ad82c8e67
f9cd84286f669ca270b9abbd26635f0f0f833858,Merge pull request #177 from deepseek-harness/codex/move-acp-snapshot-replay-doc,1,5caceee380b962af051821b95258037d2c4830ab
d5cb3297ad447572f782bd0224801fa08ddffb58,Merge pull request #167 from deepseek-harness/codex/architecture-intro-rewrite,5,96055d1763d6ef954d1d6f61a76c7790ae6702e5 d899333cde07c96ece6ab39c98913d7c06f60a0e dca7a436e4039250e685da15e2bebd545ea86b29 e154396612adb59aec8e7c523cd8f133d7fa09d3 fdd65269f9545c993267f5e427c014fda38dac5d
57fd914f95807525eaf44beefe37a6bb4a201bd9,Merge pull request #130 from deepseek-harness/codex/docs-graph-brainstorm,5,1316022cc8eeebd348e0960f0e486fa89a44d17c 54a3c8b2a426a0e875382f70b4e0d7b6df30bf6b 665c10ff1980482929358199a21fc504108066f7 8caf9231967a4761d6c1cd31ee5516f319864969 fc6b7ccf1e9842616ddf7429615c960e685cd2aa
1e2efc861e8acc9e12bd9af56c6ae9d6ac850e9d,Merge pull request #81 from deepseek-harness/codex/app-attribution-rfc,3,0ebb86e70f533c0cc232a650393feba6a6c4feef 1891cb52d5738ccf857597a7a51158dcd92967fb 3ab12acfe397eaac3d6bc3bba30c4671088f6957
b735c766c69f0767498a3d1d47f6f1b9a9f43502,Merge pull request #134 from deepseek-harness/codex/fs-directory-listing,3,5dfe09959d507d4f3d10fe082da8e7e828cfd48c 6fc2cee8371fe70ec7eb6fe6f4f60137e863d78d 803ed4bd9547ebc2fa677a473cb95884d7baa77d
2fa16c16a4b55afabc9e07fcf9a7e2001611d0c1,Merge pull request #126 from deepseek-harness/codex/sync-docs-with-implementation,2,0478f5965ac8ce6ab7a34ed866021c08a1b8ebce 643b77dabfcd06cc100f92f9350e6c06d928a74a
329371a52943472e2296b6c27ac18e3945194559,Merge pull request #61 from deepseek-ai/codex/fix-stdio-readline-terminal,1,5189c995433830ff5a32d38b79d30232ff2bfd1a
0efd65b10bc7af7d5b74ad912e8d571c42f1685a,Merge pull request #93 from deepseek-ai/codex/pr36-ts-specifier-declarations,3,07f4047ff0d0d5e8f4eb24b0747e1a92b578b424 67317938595e2b4925130f5068730d4373ce366f fa9438bf161a4960145d7a9e28c8ea76382162b9
906705e3532069a1075059b72fbc55bcb38b9419,Merge pull request #72 from deepseek-ai/codex/rfc-simplify-candidates,8,552612622caf8cf715aced0612d58be9ea55bc17 7f2769c529b10a6d174447555e02aac29666e0b7 800e08e9308ea558e96bf58069e7e2133198627e 80179a5ed0c106af81a6a0230b7ae55bb655e78a 99a203f445f4db36f97e69d1a7b00f8bfc497415 c079b74c789c59e4dee4a74b2f4e9ad3c5e7a75c cc47f76cea0f83f0381a1ea71f15101402c99f46 ea3f138ae971ba2ca5d64127d4ab3176dbf8d6ea
c5049d1c3f00baaad7421869b810a829a9d8e7b1,Merge pull request #50 from deepseek-ai/codex/pr48-repo-hardening-rfcs,16,0334b4ad2e5589de9b6ef1452dcf20d02424e82a 0b036d808ce016448e89dc93ba312087fb3cd7eb 2b36620e55c94bd49a66d2956a63c97254bdafb6 49bb6a88ebb76a85c6ad0807db5c1c7a3f8f6337 4a1c64663b74843d6c304e93f826cc92e3d9a98b 4a3f3af296212d7275fbb5f80e37c3b1428c4551 513e16f9dced1d5590463a68302cd59fd5427b91 6fdd04812387ea8e53ebaaf453bb7cd302efb05a 711245821bf51ddc786e5fdd96b16a85dd15e799 7a5886da2d02c9be768adb8a724e881adb5999b9 87df09e3c3766edaa1ceb70c049d46c9cf0e8e7d 914c7e985893541afdde5c74a2c2d00574626e3d 922e2f913ef18236543b049f533e76bb0d867ebf a9c36ad576653d88b498feea3fbf83bb6c4b4305 b920239389866bf80c9d74528c92d96ebc8803cc deeb3c9e6d42ef6037b8210820af1efebf511b44
87608f3c328c54998ea79b6bd004795b2df5f9fb,Merge pull request #16 from deepseek-ai/codex/dev-guide,6,0853f52f49a711d2e2abaea73d7a4ddf7c792608 40298c28472317e1851fa7a9a0dcea14df0fe3b7 7586caf2dd7da5920daf484256bc5fcb983f1668 91d7515fd82080cd4dd2c169846f644138168410 c3a3b6ae41fdde392d75afb887cec022b724ae62 f2524e9c4556eb4923cd8a71ba110ff20983f36c
353b0170c740810b1f829752d7cd5e6cc0e813f0,Merge pull request #2 from deepseek-ai/codex/update-gitignore,1,e12d66e9ddd02062bf7bf86ba78a6c62135a171f
